qty
27
49
60
41
105
102
57
110
27
46
121
11
102
40
29
184
60
50
12
135
14
80
55
24
70
152
27
18
25
32
64
15
62
11
8
76
61
121
140
75
13
39
60
46
20
33
75
4
57
80
125
35
50
30
80
85
42
80
25
13
6
75
15
13
58
12
95
44
80
20
26
52
30
10
20
13
241
71
90
140
59
50
75
15
66
60
18
86
18
137
35
108
72
17
160
69
105
159
56
70
40
24
33
120
30
62
16
50
62
54
40
206
138
109
94
44
35
24
10
76
78
38
65
6
164
130
45
25
42
40
6
44
74
14
165
55
43
38
25
48
75
81
169
18
50
176
20
106
121
28
150
139
86
168
125
91
100
50
89
60
51
24
65
74
20
78
68
22
50
123
146
80
50
59
2
34
139
30
12
35
20
75
195
130
50
28
24
32
99
15
50
67
208
50
170
18
63
21
50
77
26
69
26
238
115
40
50
125
61
36
145
76
25
128
22
71
69
118
15
40
23
77
53
50
98
24
61
137
14
56
20
148
42
64
10
65
27
130
46
59
50
33
126
22
80
35
30
35
20
64
49
45
20
20
57
90
59
3
32
30
20
3
72
110
37
105
233
286
125
16
29
66
13
19
109
64
87
45
48
80
20
44
135
2
39
98
30
80
100
86
8
44
165
84
39
100
14
10
80
84
24
203
34
100
48
89
80
143
24
50
96
30
35
60
30
95
47
43
63
103
5
65
75
39
87
83
32
58
51
48
26
31
54
50
18
44
50
15
4
46
140
4
80
74
30
45
54
215
59
67
59
10
34
95
5
73
16
135
50
213
28
19
21
31
263
48
27
5
59
30
105
82
10
50
38
94
26
18
52
50
25
29
47
8
50
164
102
65
31
95
101
8
35
110
50
38
45
35
98
50
30
35
85
32
22
50
38
20
37
204
255
84
21
52
10
80
51
31
46
59
27
30
192
32
27
15
5
70
30
38
280
12
110
70
64
9
90
39
45
66
92
35
50
182
20
111
165
34
38
76
108
12
117
97
21
75
65
24
52
89
9
78
10
174
33
182
137
51
22
72
116
55
29
50
140
15
21
22
30
40
48
120
28
70
20
61
65
22
60
16
3
24
94
15
105
28
50
92
83
82
112
31
70
77
11
9
3
99
67
91
120
10
82
53
134
66
150
80
115
2
81
80
15
16
43
110
52
9
175
20
10
40
50
58
1
15
62
20
87
35
90
93
23
34
28
22
21
100
90
20
12
65
67
60
120
54
64
20
37
1
70
20
17
63
76
47
78
16
50
155
40
27
30
26
9
90
21
32
50
36
7
61
88
27
32
38
28
17
172
92
79
45
16
111
52
4
35
245
71
288
33
67
54
67
71
10
165
103
40
75
19
105
23
140
33
32
19
140
67
3
92
120
5
78
66
23
10
61
41
55
20
32
110
10
77
8
73
87
145
5
38
80
39
15
40
119
198
346
31
116
5
8
3
60
36
81
50
20
15
14
34
32
27
37
100
85
25
50
32
11
85
68
24
50
50
44
56
37
29
30
10
124
116
72
80
32
20
33
30
28
128
50
28
204
28
51
41
30
90
4
53
108
5
71
18
100
107
12
34
78
31
20
34
66
195
2
21
16
32
52
64
9
40
14
13
21
10
26
20
90
76
207
40
60
29
99
115
79
70
86
100
59
256
160
2
85
18
24
40
90
69
56
85
116
135
24
12
12
10
54
181
39
30
60
146
36
28
33
31
165
35
5
24
168
65
34
113
30
18
51
59
32
330
182
90
106
33
110
37
4
37
132
20
60
19
10
12
39
53
55
42
14
50
10
40
80
30
70
125
3
28
77
14
15
22
100
173
24
80
9
72
20
110
25
200
30
14
42
50
72
